fecha,prec_mm,tmin,tmax,tmed,velmedia_ms,racha_ms,hrMedia,hrMax,hrMin,sol_h
2009-01-30,,,,,3.1,,66.0,,,
2009-01-31,,,,,2.2,,68.0,,,
2009-02-01,3.0,1.6,6.8,4.2,2.5,8.9,80.0,91.0,64.0,
2009-02-02,0.0,0.9,9.9,5.4,1.4,8.1,89.0,94.0,72.0,
2009-02-03,0.0,2.0,13.6,7.8,1.9,16.9,63.0,91.0,37.0,
2009-02-04,0.0,5.1,14.8,10.0,4.2,14.7,54.0,88.0,39.0,
2009-02-05,1.6,2.4,13.1,7.8,3.1,11.7,68.0,94.0,47.0,
2009-02-06,0.4,2.2,11.2,6.7,4.4,18.3,61.0,94.0,40.0,
2009-02-07,0.0,2.7,7.8,5.2,3.6,18.9,44.0,54.0,34.0,
2009-02-08,0.0,0.4,14.3,7.4,3.1,15.6,50.0,66.0,26.0,
2009-02-09,0.0,5.0,18.3,11.6,3.1,10.3,60.0,82.0,42.0,
2009-02-10,0.0,3.4,17.8,10.6,3.1,11.9,57.0,81.0,41.0,
2009-02-11,0.0,0.6,17.4,9.0,2.2,9.4,44.0,84.0,25.0,
2009-02-12,0.0,4.0,16.3,10.2,2.2,14.2,55.0,82.0,35.0,
2009-02-13,0.0,0.8,14.8,7.8,2.2,6.7,60.0,88.0,30.0,
2009-02-14,0.0,-0.1,18.0,9.0,,6.7,,95.0,23.0,
2009-02-15,0.0,5.4,9.6,7.5,1.1,5.6,88.0,,69.0,
2009-02-16,0.0,,,,,,,,,
2009-02-17,,,12.1,,,7.8,,,45.0,
2009-02-18,0.0,,,,3.1,,39.0,,,
2009-02-19,0.0,3.9,16.2,10.0,2.8,6.9,59.0,92.0,,
2009-02-20,,,8.3,,1.1,7.8,87.0,,81.0,
2009-02-21,0.0,0.6,14.2,7.4,2.8,11.1,66.0,96.0,36.0,
2009-02-22,0.0,,,,,,,,,
2009-02-23,0.0,3.4,18.9,11.2,3.1,9.2,53.0,83.0,30.0,
2009-02-24,0.0,1.9,15.2,8.6,2.2,6.9,71.0,94.0,46.0,
2009-02-25,0.0,4.6,11.7,8.2,1.7,6.4,76.0,95.0,65.0,
2009-02-26,0.0,3.5,14.1,8.8,1.7,6.4,71.0,93.0,51.0,
2009-02-27,0.6,1.6,15.8,8.7,2.2,7.2,58.0,88.0,,
2009-02-28,0.0,5.7,,,,6.4,,93.0,,
2009-03-01,0.0,5.6,18.6,12.1,1.9,11.4,58.0,93.0,38.0,
2009-03-02,23.4,6.3,14.1,10.2,1.7,7.5,71.0,91.0,52.0,
2009-03-03,28.1,5.5,8.0,6.8,4.2,12.2,90.0,95.0,80.0,
2009-03-04,5.9,4.2,14.9,9.6,5.3,25.3,63.0,89.0,46.0,
2009-03-05,11.5,4.4,12.1,8.2,5.3,21.4,59.0,84.0,36.0,
2009-03-06,0.0,5.9,14.1,10.0,3.6,19.2,55.0,61.0,44.0,
2009-03-07,0.0,8.2,20.8,14.5,2.5,15.3,43.0,69.0,25.0,
2009-03-08,0.0,4.2,19.3,11.8,2.8,7.5,57.0,89.0,40.0,
2009-03-09,0.0,4.3,17.9,11.1,1.7,8.1,64.0,94.0,47.0,
2009-03-10,0.0,3.0,18.3,10.6,1.1,7.2,73.0,95.0,49.0,
2009-03-11,0.0,4.8,21.8,13.3,2.5,7.8,50.0,83.0,22.0,
2009-03-12,0.0,3.7,15.7,9.7,1.7,6.7,73.0,94.0,57.0,
2009-03-13,0.0,3.3,20.9,12.1,2.2,7.8,47.0,91.0,27.0,
2009-03-14,0.0,5.4,25.2,15.3,2.2,8.9,41.0,77.0,22.0,
2009-03-15,0.0,5.6,20.8,13.2,1.9,7.2,41.0,87.0,18.0,
2009-03-16,0.0,3.5,20.3,11.9,3.1,10.0,48.0,84.0,29.0,
2009-03-17,0.0,1.7,16.8,9.2,3.1,10.6,59.0,94.0,37.0,
2009-03-18,0.0,2.6,16.1,9.4,2.2,7.2,70.0,90.0,51.0,
2009-03-19,0.0,1.0,19.6,10.3,1.1,6.9,60.0,96.0,29.0,
2009-03-20,0.0,6.0,22.8,14.4,3.1,8.1,43.0,82.0,23.0,
2009-03-21,0.0,4.5,12.6,8.6,2.2,5.6,79.0,93.0,69.0,
2009-03-22,0.0,4.9,17.7,11.3,3.1,7.8,58.0,95.0,31.0,
2009-03-23,0.0,0.3,19.5,9.9,1.9,8.6,44.0,88.0,20.0,
2009-03-24,0.0,2.1,22.6,12.4,2.2,10.6,36.0,69.0,17.0,
2009-03-25,0.0,5.6,20.1,12.8,2.2,7.5,60.0,86.0,27.0,
2009-03-26,0.0,6.4,22.8,14.6,2.2,7.8,55.0,83.0,29.0,
2009-03-27,0.0,7.1,24.9,16.0,2.2,6.9,44.0,89.0,28.0,
2009-03-28,18.2,8.9,22.1,15.5,2.8,7.8,63.0,95.0,32.0,
2009-03-29,25.9,7.0,9.1,8.0,2.5,9.2,93.0,96.0,89.0,
2009-03-30,19.0,3.8,7.0,5.4,2.2,9.7,91.0,95.0,84.0,
2009-03-31,4.4,4.1,11.9,8.0,2.2,7.5,80.0,93.0,61.0,
2009-04-01,0.0,3.9,15.6,9.8,3.1,11.9,54.0,86.0,32.0,
2009-04-02,0.0,7.2,17.6,12.4,1.4,10.0,51.0,82.0,34.0,
2009-04-03,0.0,8.0,17.8,12.9,2.8,7.5,74.0,94.0,51.0,
2009-04-04,0.0,5.9,19.1,12.5,2.5,8.3,74.0,96.0,46.0,
2009-04-05,0.0,6.3,20.4,13.4,1.4,6.1,75.0,94.0,59.0,
2009-04-06,1.2,7.1,24.1,15.6,2.8,8.9,59.0,95.0,36.0,
2009-04-07,0.0,8.1,17.6,12.8,1.7,16.4,55.0,95.0,32.0,
2009-04-08,0.0,4.8,19.3,12.0,2.5,12.2,33.0,88.0,21.0,
2009-04-09,0.0,3.0,20.0,11.5,1.9,11.9,59.0,91.0,32.0,
2009-04-10,0.0,4.7,18.3,11.5,4.2,16.9,59.0,95.0,26.0,
2009-04-11,0.0,4.5,14.3,9.4,3.3,15.8,41.0,68.0,29.0,
2009-04-12,0.0,2.2,17.1,9.6,3.1,15.3,31.0,84.0,21.0,
2009-04-13,0.0,4.7,19.5,12.1,2.2,9.2,47.0,71.0,27.0,
2009-04-14,0.0,6.1,23.5,14.8,3.3,13.1,45.0,74.0,24.0,
2009-04-15,0.6,5.0,15.9,10.4,3.3,13.3,60.0,81.0,34.0,
2009-04-16,0.0,1.7,18.7,10.2,3.1,12.5,47.0,93.0,24.0,
2009-04-17,0.6,7.2,18.5,12.8,2.2,8.9,44.0,80.0,28.0,
2009-04-18,15.6,7.3,18.2,12.8,1.7,8.6,73.0,94.0,42.0,
2009-04-19,2.0,5.3,12.7,9.0,1.7,9.2,79.0,95.0,67.0,
2009-04-20,0.4,5.4,18.5,12.0,1.1,11.7,64.0,87.0,35.0,
2009-04-21,0.0,8.2,20.1,14.2,1.9,8.6,55.0,85.0,33.0,
2009-04-22,0.0,5.0,20.9,13.0,1.7,6.7,49.0,92.0,26.0,
2009-04-23,0.0,7.4,25.5,16.4,2.5,7.5,42.0,87.0,21.0,
2009-04-24,0.0,6.5,26.2,16.4,1.7,7.8,39.0,75.0,21.0,
2009-04-25,0.0,7.4,22.0,14.7,2.2,8.6,58.0,82.0,30.0,
2009-04-26,0.0,7.5,17.7,12.6,2.2,10.6,50.0,73.0,33.0,
2009-04-27,0.0,6.2,21.4,13.8,2.2,11.7,35.0,70.0,22.0,
2009-04-28,0.0,8.5,22.6,15.6,2.5,11.4,44.0,71.0,26.0,
2009-04-29,0.0,6.3,23.1,14.7,1.9,7.8,45.0,85.0,27.0,
2009-04-30,0.0,8.5,22.6,15.6,3.6,11.7,47.0,77.0,29.0,
2009-05-01,3.8,7.5,19.0,13.2,2.8,12.5,52.0,90.0,39.0,
2009-05-02,0.0,4.0,20.6,12.3,2.2,8.9,50.0,93.0,34.0,
2009-05-03,0.0,3.5,22.0,12.8,2.8,8.6,46.0,91.0,28.0,
2009-05-04,0.0,5.3,22.3,13.8,2.2,8.6,42.0,84.0,24.0,
2009-05-05,0.0,6.7,24.4,15.6,2.2,8.6,48.0,83.0,31.0,
2009-05-06,0.0,6.8,26.2,16.5,2.8,7.2,45.0,92.0,32.0,
2009-05-07,0.0,8.0,27.5,17.8,1.9,7.8,36.0,81.0,20.0,
2009-05-08,0.0,5.7,24.7,15.2,2.2,6.7,48.0,89.0,32.0,
2009-05-09,1.8,10.1,21.6,15.8,2.2,13.3,65.0,95.0,52.0,
2009-05-10,0.0,10.7,27.5,19.1,2.5,11.4,58.0,95.0,32.0,
2009-05-11,0.0,11.0,27.1,19.0,1.9,7.8,59.0,95.0,37.0,
2009-05-12,0.0,11.7,26.9,19.3,1.9,10.0,58.0,91.0,36.0,
2009-05-13,14.9,11.4,21.3,16.4,1.4,6.7,72.0,95.0,48.0,
2009-05-14,0.0,9.4,23.2,16.3,1.7,11.9,54.0,92.0,32.0,
2009-05-15,0.0,7.9,23.2,15.6,2.5,9.7,29.0,69.0,21.0,
2009-05-16,0.0,9.4,27.1,18.2,2.8,8.9,38.0,73.0,24.0,
2009-05-17,0.0,9.1,27.2,18.2,1.9,7.2,39.0,86.0,27.0,
2009-05-18,0.0,10.4,26.7,18.6,2.8,10.6,51.0,93.0,25.0,
2009-05-19,0.0,11.4,25.6,18.5,1.7,6.7,67.0,95.0,44.0,
2009-05-20,0.0,11.5,29.4,20.4,2.8,6.9,50.0,91.0,31.0,
2009-05-21,0.0,12.9,33.9,23.4,1.4,9.7,40.0,80.0,20.0,
2009-05-22,0.0,15.5,26.6,21.0,2.2,7.2,56.0,82.0,42.0,
2009-05-23,2.0,14.2,27.6,20.9,2.2,10.0,53.0,94.0,29.0,
2009-05-24,0.0,10.4,26.7,18.6,1.7,8.3,48.0,95.0,25.0,
2009-05-25,0.0,9.2,27.4,18.3,2.2,8.9,42.0,85.0,26.0,
2009-05-26,0.0,12.0,28.3,20.2,2.2,9.4,42.0,74.0,25.0,
2009-05-27,0.0,11.0,23.6,17.3,2.5,7.8,58.0,92.0,44.0,
2009-05-28,0.0,9.5,25.0,17.2,3.3,12.5,44.0,96.0,22.0,
2009-05-29,0.0,8.8,27.3,18.0,2.5,11.1,38.0,82.0,21.0,
2009-05-30,0.5,11.8,29.9,20.8,2.5,9.7,35.0,74.0,15.0,
2009-05-31,0.0,14.2,28.1,21.2,1.4,8.6,61.0,88.0,35.0,
2009-06-01,0.0,12.6,33.0,22.8,1.4,9.7,36.0,93.0,15.0,
2009-06-02,0.0,11.8,32.3,22.0,1.9,8.6,46.0,93.0,19.0,
2009-06-03,0.0,12.7,30.6,21.6,2.8,7.5,48.0,94.0,30.0,
2009-06-04,0.8,15.1,31.9,23.5,2.2,10.0,35.0,82.0,24.0,
2009-06-05,0.0,14.5,29.9,22.2,3.3,13.6,40.0,89.0,15.0,
2009-06-06,0.0,12.2,24.9,18.6,3.9,16.4,38.0,75.0,26.0,
2009-06-07,0.0,8.0,26.3,17.2,1.9,10.6,37.0,82.0,24.0,
2009-06-08,0.0,11.5,26.2,18.8,2.2,10.3,38.0,69.0,25.0,
2009-06-09,0.0,11.8,29.0,20.4,3.1,12.2,34.0,69.0,13.0,
2009-06-10,0.0,12.7,31.5,22.1,2.8,9.4,32.0,70.0,22.0,
2009-06-11,0.0,14.9,35.4,25.2,2.5,9.7,26.0,62.0,15.0,
2009-06-12,0.0,13.1,33.9,23.5,1.7,7.8,26.0,68.0,17.0,
2009-06-13,0.0,14.8,36.2,25.5,2.8,9.2,29.0,62.0,17.0,
2009-06-14,0.0,16.5,35.7,26.1,2.8,9.7,40.0,69.0,19.0,
2009-06-15,0.0,18.8,35.2,27.0,2.2,9.4,33.0,62.0,22.0,
2009-06-16,0.0,16.8,32.4,24.6,2.8,9.2,44.0,81.0,28.0,
2009-06-17,0.0,15.9,34.0,25.0,1.7,7.5,45.0,88.0,26.0,
2009-06-18,0.0,15.7,33.3,24.5,2.2,7.5,35.0,78.0,17.0,
2009-06-19,0.0,18.4,38.3,28.4,2.8,9.2,22.0,64.0,13.0,
2009-06-20,0.6,16.1,33.5,24.8,2.5,8.3,33.0,84.0,25.0,
2009-06-21,0.0,14.6,31.4,23.0,1.7,9.7,52.0,86.0,37.0,
2009-06-22,0.0,18.2,31.8,25.0,2.5,8.6,50.0,80.0,34.0,
2009-06-23,0.0,15.2,36.7,26.0,2.2,11.4,33.0,90.0,13.0,
2009-06-24,0.0,14.4,35.3,24.8,1.4,8.9,36.0,94.0,12.0,
2009-06-25,0.0,15.2,33.7,24.4,3.3,10.6,21.0,53.0,11.0,
2009-06-26,0.0,14.1,31.4,22.8,1.9,8.9,31.0,71.0,21.0,
2009-06-27,0.0,14.9,32.5,23.7,3.1,13.3,28.0,60.0,15.0,
2009-06-28,0.0,13.8,35.3,24.6,1.7,8.9,25.0,61.0,14.0,
2009-06-29,0.0,16.1,34.8,25.4,3.3,10.3,27.0,61.0,17.0,
2009-06-30,0.0,17.0,36.8,26.9,1.9,9.7,31.0,69.0,16.0,
2009-07-01,0.0,16.6,36.4,26.5,2.2,8.6,31.0,74.0,20.0,
2009-07-02,0.0,18.4,38.5,28.4,2.2,9.2,25.0,64.0,18.0,
2009-07-03,0.0,18.3,37.1,27.7,3.3,10.8,28.0,53.0,16.0,
2009-07-04,0.0,18.4,39.4,28.9,2.8,11.1,19.0,61.0,7.0,
2009-07-05,0.0,19.8,37.9,28.8,1.9,8.1,22.0,48.0,12.0,
2009-07-06,0.0,19.8,38.4,29.1,2.8,12.8,23.0,46.0,10.0,
2009-07-07,0.0,18.0,34.5,26.2,2.5,10.3,27.0,68.0,15.0,
2009-07-08,0.0,19.0,33.2,26.1,2.2,10.6,53.0,89.0,32.0,
2009-07-09,0.0,18.7,32.0,25.4,1.9,9.2,56.0,89.0,33.0,
2009-07-10,0.0,14.6,33.5,24.0,2.2,9.7,47.0,92.0,25.0,
2009-07-11,0.0,15.5,35.0,25.2,2.2,9.7,49.0,86.0,24.0,
2009-07-12,0.0,16.0,39.0,27.5,2.8,10.3,32.0,82.0,13.0,
2009-07-13,0.0,16.9,37.4,27.2,1.7,10.0,28.0,76.0,14.0,
2009-07-14,0.0,19.3,35.2,27.2,1.1,11.7,32.0,81.0,17.0,
2009-07-15,0.0,16.8,35.6,26.2,2.8,10.0,26.0,60.0,13.0,
2009-07-16,0.0,15.9,34.9,25.4,2.2,9.2,37.0,75.0,28.0,
2009-07-17,0.0,17.8,37.2,27.5,2.2,10.8,18.0,40.0,10.0,
2009-07-18,0.0,15.8,31.8,23.8,2.2,9.4,36.0,81.0,22.0,
2009-07-19,0.0,12.7,30.8,21.8,3.1,10.0,45.0,86.0,26.0,
2009-07-20,0.0,14.1,33.7,23.9,1.7,10.3,39.0,79.0,21.0,
2009-07-21,0.0,15.4,39.0,27.2,1.4,15.3,46.0,83.0,10.0,
2009-07-22,0.0,20.5,42.5,31.5,4.4,15.8,21.0,67.0,9.0,
2009-07-23,0.0,25.2,39.6,32.4,4.7,17.5,15.0,40.0,10.0,
2009-07-24,0.0,20.4,41.9,31.2,4.2,15.6,18.0,45.0,7.0,
2009-07-25,0.0,18.2,31.6,24.9,2.8,10.6,42.0,88.0,16.0,
2009-07-26,1.0,16.8,33.8,25.3,1.1,7.8,60.0,91.0,32.0,
2009-07-27,0.0,17.0,37.9,27.4,1.4,9.2,44.0,91.0,23.0,
2009-07-28,,,,,1.7,,56.0,,,
2009-07-29,0.0,14.6,41.5,28.0,2.2,16.4,24.0,79.0,7.0,
2009-07-30,0.0,19.2,37.3,28.2,2.2,11.7,28.0,84.0,9.0,
2009-08-01,0.0,16.6,38.4,27.5,4.2,13.6,18.0,68.0,9.0,
2009-08-02,0.0,16.4,34.8,25.6,2.2,10.3,35.0,71.0,20.0,
2009-08-03,0.0,18.8,34.3,26.6,2.5,9.2,50.0,85.0,23.0,
2009-08-04,0.0,17.7,35.1,26.4,1.7,10.3,53.0,91.0,25.0,
2009-08-05,0.0,16.5,38.0,27.2,2.5,9.4,32.0,78.0,15.0,
2009-08-06,0.0,17.0,36.5,26.8,3.1,8.9,33.0,76.0,19.0,
2009-08-07,3.2,17.1,34.5,25.8,3.1,11.4,50.0,93.0,20.0,
2009-08-08,3.4,20.0,29.7,24.8,1.7,16.4,74.0,94.0,46.0,
2009-08-09,0.0,17.4,31.1,24.2,1.4,17.8,64.0,91.0,41.0,
2009-08-10,6.6,17.2,25.1,21.2,1.7,8.1,83.0,94.0,63.0,
2009-08-11,0.0,16.6,27.0,21.8,1.4,7.2,77.0,95.0,55.0,
2009-08-12,0.0,15.8,31.7,23.8,1.4,8.3,52.0,94.0,30.0,
2009-08-13,0.0,16.3,32.5,24.4,2.2,9.2,48.0,91.0,28.0,
2009-08-14,0.0,17.1,32.7,24.9,2.8,9.4,41.0,80.0,25.0,
2009-08-15,0.0,14.8,33.3,24.0,1.9,8.3,36.0,77.0,17.0,
2009-08-16,0.0,14.5,33.9,24.2,2.2,9.2,39.0,79.0,18.0,
2009-08-17,0.0,16.6,35.0,25.8,1.9,10.0,38.0,90.0,18.0,
2009-08-18,0.0,14.7,33.7,24.2,1.7,9.7,34.0,67.0,21.0,
2009-08-19,0.0,15.3,35.0,25.2,2.8,8.9,32.0,70.0,18.0,
2009-08-20,0.0,15.1,34.9,25.0,2.2,10.0,31.0,68.0,17.0,
2009-08-21,0.0,15.7,35.6,25.6,1.9,10.3,33.0,67.0,17.0,
2009-08-22,0.0,14.8,35.5,25.2,1.9,9.2,31.0,61.0,17.0,
2009-08-23,0.0,15.1,34.0,24.6,2.2,9.2,28.0,65.0,14.0,
2009-08-24,0.0,15.4,35.5,25.4,2.2,8.3,28.0,53.0,14.0,
2009-08-25,0.6,17.1,33.9,25.5,1.4,8.6,44.0,77.0,17.0,
2009-08-26,0.0,16.8,31.3,24.0,1.4,8.9,50.0,82.0,36.0,
2009-08-27,0.0,16.0,33.3,24.6,2.8,9.7,45.0,90.0,24.0,
2009-08-28,0.0,16.1,34.2,25.2,1.9,8.3,44.0,81.0,25.0,
2009-08-29,0.0,16.3,33.2,24.8,1.9,11.1,51.0,83.0,30.0,
2009-08-30,0.0,16.7,33.3,25.0,1.7,7.8,54.0,88.0,31.0,
2009-08-31,0.0,15.3,34.3,24.8,1.7,8.1,52.0,88.0,26.0,
2009-09-01,0.0,15.2,34.7,25.0,2.5,9.2,49.0,92.0,22.0,
2009-09-02,0.0,17.7,33.0,25.4,2.5,8.9,53.0,81.0,32.0,
2009-09-03,0.0,16.0,35.2,25.6,2.8,8.3,33.0,70.0,19.0,
2009-09-04,0.0,16.6,37.0,26.8,2.5,8.6,28.0,71.0,14.0,
2009-09-05,0.4,19.3,30.5,24.9,2.8,9.4,62.0,85.0,44.0,
2009-09-06,0.0,17.5,28.1,22.8,2.8,9.7,62.0,89.0,48.0,
2009-09-07,0.0,14.5,28.0,21.2,2.2,8.3,64.0,92.0,40.0,
2009-09-08,0.0,16.0,28.2,22.1,1.9,7.8,60.0,92.0,38.0,
2009-09-09,0.0,13.4,28.4,20.9,1.9,8.1,51.0,90.0,24.0,
2009-09-10,0.0,11.3,28.9,20.1,2.2,8.9,41.0,87.0,21.0,
2009-09-11,0.0,12.0,28.2,20.1,1.9,8.9,46.0,77.0,23.0,
2009-09-12,0.0,12.8,29.1,21.0,1.7,7.8,47.0,77.0,22.0,
2009-09-13,11.4,14.5,27.6,21.0,2.8,10.8,82.0,91.0,36.0,
2009-09-14,1.2,13.6,26.7,20.2,1.7,8.9,69.0,90.0,37.0,
2009-09-15,5.6,11.4,22.8,17.1,1.4,7.5,80.0,94.0,52.0,
2009-09-16,7.3,12.6,20.3,16.4,1.4,13.1,85.0,94.0,63.0,
2009-09-17,0.8,11.0,22.7,16.8,3.3,13.3,58.0,92.0,34.0,
2009-09-18,0.0,9.9,23.6,16.8,3.9,9.2,52.0,88.0,34.0,
2009-09-19,0.0,11.2,24.8,18.0,2.2,11.7,41.0,86.0,28.0,
2009-09-20,0.0,12.9,23.0,18.0,1.4,5.8,63.0,86.0,37.0,
2009-09-21,0.0,10.0,23.7,16.8,2.2,11.9,57.0,88.0,32.0,
2009-09-22,1.8,9.3,24.0,16.6,2.2,9.7,61.0,90.0,36.0,
2009-09-23,3.4,14.3,20.9,17.6,2.2,10.0,79.0,92.0,69.0,
2009-09-24,0.0,14.0,24.6,19.3,1.7,9.2,70.0,95.0,44.0,
2009-09-25,0.0,12.0,27.8,19.9,2.5,8.9,50.0,91.0,24.0,
2009-09-26,0.0,9.4,21.7,15.6,1.7,6.7,68.0,85.0,51.0,
2009-09-27,14.6,14.8,17.4,16.1,1.9,9.2,85.0,92.0,77.0,
2009-09-28,20.8,14.5,16.4,15.4,2.2,8.6,92.0,95.0,82.0,
2009-09-29,0.8,14.3,20.6,17.4,1.4,8.1,86.0,96.0,67.0,
2009-09-30,5.6,12.8,20.6,16.7,1.4,5.8,87.0,96.0,68.0,
2009-10-01,0.0,12.6,24.5,18.6,1.4,8.9,71.0,86.0,47.0,
2009-10-02,0.0,14.8,27.3,21.0,1.4,9.2,53.0,81.0,32.0,
2009-10-03,0.0,12.8,27.8,20.3,3.3,7.5,48.0,81.0,24.0,
2009-10-04,0.0,11.9,28.8,20.4,2.8,7.8,46.0,79.0,27.0,
2009-10-05,0.0,11.2,30.0,20.6,1.9,6.7,48.0,89.0,24.0,
2009-10-06,0.0,11.8,28.8,20.3,1.4,5.8,48.0,85.0,32.0,
2009-10-07,0.0,12.1,29.8,21.0,1.4,6.1,56.0,89.0,36.0,
2009-10-08,0.1,15.6,27.4,21.5,1.4,7.2,69.0,88.0,41.0,
2009-10-09,0.0,14.2,26.7,20.4,1.1,6.1,66.0,88.0,38.0,
2009-10-10,0.0,14.1,26.8,20.4,1.9,6.7,57.0,93.0,34.0,
2009-10-11,0.0,12.9,25.5,19.2,1.7,7.8,66.0,93.0,39.0,
2009-10-12,0.0,11.4,25.5,18.4,3.1,10.3,54.0,90.0,31.0,
2009-10-13,0.2,11.7,21.2,16.4,1.7,8.3,89.0,95.0,67.0,
2009-10-14,0.0,8.5,24.2,16.4,1.1,6.4,69.0,96.0,41.0,
2009-10-15,0.0,11.2,22.3,16.8,2.2,6.4,76.0,95.0,55.0,
2009-10-16,0.2,11.5,19.4,15.4,1.9,7.8,82.0,94.0,62.0,
2009-10-17,0.0,9.7,22.6,16.2,1.9,6.4,68.0,94.0,37.0,
2009-10-18,0.0,6.3,20.8,13.6,2.5,8.1,62.0,91.0,27.0,
2009-10-19,0.0,10.3,22.5,16.4,2.5,8.9,67.0,91.0,37.0,
2009-10-20,0.5,11.9,19.8,15.8,2.5,9.7,75.0,85.0,54.0,
2009-10-21,0.0,8.5,18.3,13.4,1.7,22.2,58.0,89.0,34.0,
2009-10-22,3.9,11.4,20.1,15.8,5.0,20.3,49.0,88.0,32.0,
2009-10-23,0.0,6.3,23.2,14.8,1.9,8.3,53.0,87.0,29.0,
2009-10-24,0.0,9.6,27.8,18.7,1.9,7.5,50.0,83.0,23.0,
2009-10-25,0.0,10.7,25.7,18.2,1.9,7.2,58.0,81.0,39.0,
2009-10-26,0.0,11.4,24.8,18.1,1.7,6.7,72.0,91.0,49.0,
2009-10-27,0.0,9.3,24.7,17.0,1.7,6.4,72.0,95.0,45.0,
2009-10-28,0.0,9.3,21.1,15.2,1.4,5.0,80.0,96.0,62.0,
2009-10-29,0.0,8.9,27.6,18.2,1.9,6.7,51.0,93.0,27.0,
2009-10-30,0.0,13.9,29.0,21.4,2.5,8.3,44.0,65.0,26.0,
2009-10-31,0.0,13.0,27.0,20.0,2.5,7.8,52.0,76.0,30.0,
2009-11-01,0.0,10.9,24.9,17.9,2.8,7.2,61.0,83.0,39.0,
2009-11-02,0.0,10.0,25.7,17.8,1.9,11.4,52.0,83.0,24.0,
2009-11-03,0.0,7.0,26.4,16.7,1.9,10.3,44.0,83.0,24.0,
2009-11-04,0.0,10.9,22.8,16.8,2.2,13.9,46.0,62.0,22.0,
2009-11-05,0.2,5.7,15.9,10.8,3.3,15.3,54.0,86.0,33.0,
2009-11-06,0.0,8.2,16.7,12.4,2.8,15.8,54.0,76.0,40.0,
2009-11-07,0.0,8.4,22.8,15.6,4.7,18.9,46.0,82.0,18.0,
2009-11-08,0.0,6.7,16.0,11.4,2.5,14.4,42.0,66.0,30.0,
2009-11-09,0.0,9.4,15.2,12.3,4.2,19.4,34.0,47.0,27.0,
2009-11-10,0.0,3.4,17.7,10.6,2.2,14.2,54.0,75.0,24.0,
2009-11-11,0.0,7.3,20.7,14.0,1.7,9.7,55.0,78.0,32.0,
2009-11-12,0.0,5.8,20.6,13.2,2.8,9.2,54.0,72.0,34.0,
2009-11-13,0.0,5.5,21.1,13.3,1.9,8.9,39.0,65.0,24.0,
2009-11-14,0.0,8.5,26.6,17.6,2.8,10.3,34.0,55.0,19.0,
2009-11-15,0.0,7.5,27.3,17.4,3.9,19.2,39.0,65.0,20.0,
2009-11-16,0.0,10.5,27.2,18.8,4.4,14.2,29.0,59.0,18.0,
2009-11-17,0.0,9.9,25.0,17.4,2.2,9.4,39.0,64.0,19.0,
2009-11-18,0.0,7.9,20.9,14.4,1.7,7.2,45.0,74.0,29.0,
2009-11-19,0.0,6.1,17.7,11.9,2.8,6.4,58.0,81.0,42.0,
2009-11-20,0.0,4.7,19.4,12.0,1.4,7.2,70.0,90.0,42.0,
2009-11-21,0.0,8.0,19.2,13.6,2.2,7.8,74.0,91.0,54.0,
2009-11-22,0.0,6.3,21.5,13.9,1.7,8.6,52.0,94.0,34.0,
2009-11-23,0.0,2.0,16.5,9.2,1.4,6.9,62.0,91.0,40.0,
2009-11-24,0.0,2.9,18.8,10.8,1.9,8.6,55.0,81.0,30.0,
2009-11-25,0.0,2.9,20.7,11.8,1.7,9.4,48.0,80.0,27.0,
2009-11-26,0.8,8.5,20.6,14.6,1.7,7.5,65.0,94.0,41.0,
2009-11-27,0.2,5.4,18.0,11.7,2.5,8.6,59.0,84.0,44.0,
2009-11-28,0.0,1.9,16.3,9.1,2.5,7.2,66.0,89.0,40.0,
2009-11-29,0.2,4.0,13.7,8.8,2.5,13.3,81.0,85.0,55.0,
2009-11-30,,1.0,11.1,6.0,3.1,18.3,58.0,85.0,36.0,
2009-12-01,0.2,4.4,12.5,8.4,3.6,15.8,42.0,73.0,25.0,
2009-12-02,0.0,,,,2.2,,66.0,,,
2009-12-03,0.0,4.8,12.4,8.6,2.8,13.9,60.0,90.0,50.0,
2009-12-04,0.0,,,,,,,,,
2009-12-05,0.0,1.7,15.0,8.4,2.5,9.7,60.0,78.0,36.0,
2009-12-06,0.0,0.6,17.1,8.8,1.4,7.5,52.0,79.0,28.0,
2009-12-07,0.0,1.5,16.0,8.8,2.5,7.8,45.0,88.0,31.0,
2009-12-08,0.0,4.9,17.5,11.2,2.5,8.6,62.0,89.0,43.0,
2009-12-09,0.0,3.9,15.7,9.8,2.5,7.2,72.0,94.0,53.0,
2009-12-10,0.0,2.2,14.2,8.2,1.4,6.7,78.0,95.0,59.0,
2009-12-11,0.0,2.2,15.4,8.8,1.7,8.9,69.0,90.0,50.0,
2009-12-12,0.0,3.4,16.5,10.0,2.8,8.1,58.0,86.0,33.0,
2009-12-13,7.3,4.8,10.9,7.8,1.9,7.8,80.0,95.0,70.0,
2009-12-14,6.2,0.6,4.8,2.7,2.2,18.3,88.0,95.0,63.0,
2009-12-15,0.0,-3.0,6.4,1.7,1.9,12.2,54.0,74.0,35.0,
2009-12-16,0.5,-3.2,14.1,5.4,2.2,21.1,70.0,82.0,41.0,
2009-12-17,0.0,4.7,15.4,10.0,8.6,24.7,45.0,76.0,31.0,
2009-12-18,,3.2,11.8,7.5,2.5,9.2,75.0,94.0,59.0,
